graph_number,is_bipartite,num_edges,diameter,clique_num,is_distance_regular,is_eulerian,cut_vertice_list,num_cut_vertices,cycle_basis,degree_sequence,aut_group_generator,aut_grp_size,orbits,num_orbits,3_cycle_size_str,4_cycle_size_str,5_cycle_size_str,6_cycle_size_str
50.,TRUE,5,5,2,FALSE,FALSE,"[4, 1, 5, 0]",4,[],"[(0, 2), (1, 2), (2, 1), (3, 1), (4, 2), (5, 2)]","[[4, 5, 3, 2, 0, 1]]",2.0,"[0, 1, 2, 2, 0, 1]",3,0,0,0,0
51.,FALSE,6,4,3,FALSE,FALSE,"[4, 5, 0]",3,"[[1, 4, 5]]","[(0, 2), (1, 2), (2, 1), (3, 1), (4, 3), (5, 3)]",[],1.0,"[0, 1, 2, 3, 4, 5]",6,1,0,0,0
52.,FALSE,6,4,3,FALSE,FALSE,"[4, 1, 5]",3,"[[3, 5, 0]]","[(0, 2), (1, 2), (2, 1), (3, 2), (4, 2), (5, 3)]","[[3, 1, 2, 0, 4, 5]]",2.0,"[0, 1, 2, 0, 4, 5]",5,1,0,0,0
53.,FALSE,7,3,3,FALSE,FALSE,"[4, 5]",2,"[[3, 5, 0], [1, 4, 5]]","[(0, 2), (1, 2), (2, 1), (3, 2), (4, 3), (5, 4)]","[[3, 1, 2, 0, 4, 5]]",2.0,"[0, 1, 2, 0, 4, 5]",5,2,0,0,0
54.,TRUE,6,4,2,FALSE,FALSE,"[5, 0]",2,"[[1, 4, 2, 5]]","[(0, 2), (1, 2), (2, 2), (3, 1), (4, 2), (5, 3)]","[[0, 2, 1, 3, 4, 5]]",2.0,"[0, 1, 1, 3, 4, 5]",5,0,1,0,0
55.,FALSE,7,3,3,FALSE,FALSE,"[5, 0]",2,"[[1, 4, 5], [2, 4, 5]]","[(0, 2), (1, 2), (2, 2), (3, 1), (4, 3), (5, 4)]","[[0, 2, 1, 3, 4, 5]]",2.0,"[0, 1, 1, 3, 4, 5]",5,2,0,0,0
56.,FALSE,7,3,3,FALSE,TRUE,[5],1,"[[3, 5, 0], [1, 4, 2, 5]]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 4)]","[[3, 1, 2, 0, 4, 5], [0, 2, 1, 3, 4, 5]]",4.0,"[0, 1, 1, 0, 4, 5]",4,1,1,0,0
57.,FALSE,8,2,3,FALSE,FALSE,[5],1,"[[3, 5, 0], [1, 4, 5], [2, 4, 5]]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 3), (5, 5)]","[[3, 1, 2, 0, 4, 5], [0, 2, 1, 3, 4, 5]]",4.0,"[0, 1, 1, 0, 4, 5]",4,3,0,0,0
60.,FALSE,7,3,3,FALSE,FALSE,[5],1,"[[3, 5, 0], [3, 4, 0]]","[(0, 3), (1, 1), (2, 1), (3, 3), (4, 2), (5, 4)]","[[3, 1, 2, 0, 4, 5], [0, 2, 1, 3, 4, 5]]",4.0,"[0, 1, 1, 0, 4, 5]",4,2,0,0,0
61.,FALSE,8,2,4,FALSE,FALSE,[5],1,"[[3, 5, 0], [4, 5, 0], [3, 4, 0]]","[(0, 3), (1, 1), (2, 1), (3, 3), (4, 3), (5, 5)]","[[0, 1, 2, 4, 3, 5], [3, 1, 2, 0, 4, 5], [0, 2, 1, 3, 4, 5]]",12.0,"[0, 1, 1, 0, 0, 5]",3,3,0,0,0
63.,FALSE,6,3,2,FALSE,FALSE,[5],1,"[[3, 5, 1, 4, 0]]","[(0, 2), (1, 2), (2, 1), (3, 2), (4, 2), (5, 3)]","[[4, 3, 2, 1, 0, 5]]",2.0,"[0, 1, 2, 1, 0, 5]",4,0,0,1,0
64.,FALSE,6,3,3,FALSE,FALSE,"[4, 5, 0]",3,"[[4, 5, 0]]","[(0, 3), (1, 1), (2, 1), (3, 1), (4, 3), (5, 3)]","[[5, 1, 3, 2, 4, 0], [0, 2, 1, 3, 5, 4]]",6.0,"[0, 1, 1, 1, 0, 0]",2,1,0,0,0
68.,TRUE,6,3,2,FALSE,FALSE,"[5, 0]",2,"[[4, 1, 5, 0]]","[(0, 3), (1, 2), (2, 1), (3, 1), (4, 2), (5, 3)]","[[5, 4, 3, 2, 1, 0]]",2.0,"[0, 1, 2, 2, 1, 0]",3,0,1,0,0
69.,FALSE,7,3,3,FALSE,FALSE,"[5, 0]",2,"[[4, 5, 0], [4, 1, 5]]","[(0, 3), (1, 2), (2, 1), (3, 1), (4, 3), (5, 4)]",[],1.0,"[0, 1, 2, 3, 4, 5]",6,2,0,0,0
6.,TRUE,5,2,2,FALSE,FALSE,[5],1,[],"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 5)]","[[0, 1, 2, 4, 3, 5], [0, 1, 3, 2, 4, 5], [0, 2, 1, 3, 4, 5], [1, 0, 2, 3, 4, 5]]",120.0,"[0, 0, 0, 0, 0, 5]",2,0,0,0,0
70.,FALSE,7,3,3,FALSE,FALSE,[5],1,"[[3, 5, 0], [4, 1, 5, 0]]","[(0, 3), (1, 2), (2, 1), (3, 2), (4, 2), (5, 4)]",[],1.0,"[0, 1, 2, 3, 4, 5]",6,1,1,0,0
71.,FALSE,8,2,3,FALSE,FALSE,[5],1,"[[3, 5, 0], [4, 5, 0], [4, 1, 5]]","[(0, 3), (1, 2), (2, 1), (3, 2), (4, 3), (5, 5)]","[[4, 3, 2, 1, 0, 5]]",2.0,"[0, 1, 2, 1, 0, 5]",4,3,0,0,0
72.,FALSE,8,3,4,FALSE,FALSE,"[4, 5]",2,"[[3, 5, 0], [4, 5, 0], [3, 4, 0]]","[(0, 3), (1, 1), (2, 1), (3, 3), (4, 4), (5, 4)]","[[3, 1, 2, 0, 4, 5], [0, 2, 1, 3, 5, 4]]",4.0,"[0, 1, 1, 0, 4, 4]",3,3,0,0,0
74.,FALSE,8,3,3,FALSE,FALSE,[5],1,"[[3, 5, 0], [4, 1, 5, 0], [3, 4, 0]]","[(0, 3), (1, 2), (2, 1), (3, 3), (4, 3), (5, 4)]","[[3, 1, 2, 0, 4, 5]]",2.0,"[0, 1, 2, 0, 4, 5]",5,2,1,0,0
75.,FALSE,9,2,4,FALSE,FALSE,[5],1,"[[3, 5, 0], [4, 5, 0], [4, 1, 5], [3, 4, 0]]","[(0, 3), (1, 2), (2, 1), (3, 3), (4, 4), (5, 5)]","[[3, 1, 2, 0, 4, 5]]",2.0,"[0, 1, 2, 0, 4, 5]",5,4,0,0,0
76.,FALSE,7,2,2,FALSE,FALSE,[],0,"[[1, 5, 2, 4], [3, 5, 2, 4, 0]]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 3), (5, 3)]","[[0, 2, 1, 3, 4, 5], [3, 1, 2, 0, 5, 4]]",4.0,"[0, 1, 1, 0, 4, 4]",3,0,1,1,0
77.,FALSE,8,2,3,FALSE,TRUE,[],0,"[[1, 5, 4], [2, 5, 4], [3, 5, 4, 0]]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 4), (5, 4)]","[[0, 2, 1, 3, 4, 5], [3, 1, 2, 0, 5, 4]]",4.0,"[0, 1, 1, 0, 4, 4]",3,2,1,0,0
78.,FALSE,8,3,3,FALSE,FALSE,[4],1,"[[3, 5, 0], [4, 5, 0], [4, 1, 5]]","[(0, 3), (1, 2), (2, 1), (3, 2), (4, 4), (5, 4)]",[],1.0,"[0, 1, 2, 3, 4, 5]",6,3,0,0,0
79.,FALSE,8,3,3,FALSE,FALSE,[0],1,"[[4, 5, 0], [4, 2, 5], [4, 1, 5]]","[(0, 3), (1, 2), (2, 2), (3, 1), (4, 4), (5, 4)]","[[0, 1, 2, 3, 5, 4], [0, 2, 1, 3, 4, 5]]",4.0,"[0, 1, 1, 3, 4, 4]",4,3,0,0,0
80.,FALSE,8,2,3,FALSE,FALSE,[],0,"[[3, 5, 0], [4, 2, 5, 0], [4, 1, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 3), (5, 4)]","[[0, 2, 1, 3, 4, 5]]",2.0,"[0, 1, 1, 3, 4, 5]",5,1,2,0,0
81.,FALSE,9,2,3,FALSE,FALSE,[],0,"[[3, 5, 0], [4, 5, 0], [4, 2, 5], [4, 1, 5]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 4), (5, 5)]","[[0, 2, 1, 3, 4, 5]]",2.0,"[0, 1, 1, 3, 4, 5]",5,4,0,0,0
82.,FALSE,9,2,3,FALSE,FALSE,[],0,"[[3, 5, 0], [4, 2, 5, 0], [4, 1, 5, 0], [3, 4, 0]]","[(0, 3), (1, 2), (2, 2), (3, 3), (4, 4), (5, 4)]","[[0, 1, 2, 3, 5, 4], [3, 1, 2, 0, 4, 5], [0, 2, 1, 3, 4, 5]]",8.0,"[0, 1, 1, 0, 4, 4]",3,2,2,0,0
83.,FALSE,10,2,4,FALSE,FALSE,[],0,"[[3, 5, 0], [4, 5, 0], [4, 2, 5], [4, 1, 5], [3, 4, 0]]","[(0, 3), (1, 2), (2, 2), (3, 3), (4, 5), (5, 5)]","[[0, 1, 2, 3, 5, 4], [3, 1, 2, 0, 4, 5], [0, 2, 1, 3, 4, 5]]",8.0,"[0, 1, 1, 0, 4, 4]",3,5,0,0,0
84.,FALSE,7,3,3,FALSE,FALSE,[4],1,"[[3, 5, 4, 0], [3, 1, 5]]","[(0, 2), (1, 2), (2, 1), (3, 3), (4, 3), (5, 3)]",[],1.0,"[0, 1, 2, 3, 4, 5]",6,1,1,0,0
85.,TRUE,6,3,2,TRUE,TRUE,[],0,"[[3, 1, 5, 2, 4, 0]]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2)]","[[0, 2, 1, 4, 3, 5], [1, 0, 2, 3, 5, 4], [3, 4, 5, 0, 1, 2]]",12.0,"[0, 0, 0, 0, 0, 0]",1,0,0,0,1
86.,FALSE,7,3,3,FALSE,FALSE,[],0,"[[3, 5, 2, 4, 0], [3, 1, 5]]","[(0, 2), (1, 2), (2, 2), (3, 3), (4, 2), (5, 3)]","[[2, 1, 0, 5, 4, 3]]",2.0,"[0, 1, 0, 3, 4, 3]",4,1,0,1,0
87.,FALSE,8,2,3,FALSE,FALSE,[],0,"[[2, 5, 4], [3, 5, 4, 0], [3, 1, 5]]","[(0, 2), (1, 2), (2, 2), (3, 3), (4, 3), (5, 4)]","[[0, 2, 1, 4, 3, 5]]",2.0,"[0, 1, 1, 3, 3, 5]",4,2,1,0,0
88.,FALSE,7,4,3,FALSE,FALSE,"[3, 4]",2,"[[3, 5, 0], [4, 5, 0]]","[(0, 3), (1, 1), (2, 1), (3, 3), (4, 3), (5, 3)]","[[5, 1, 2, 3, 4, 0], [0, 2, 1, 4, 3, 5]]",4.0,"[0, 1, 1, 3, 3, 0]",3,2,0,0,0
89.,FALSE,7,3,3,FALSE,FALSE,[3],1,"[[3, 5, 0], [4, 2, 5, 0]]","[(0, 3), (1, 1), (2, 2), (3, 3), (4, 2), (5, 3)]","[[5, 1, 4, 3, 2, 0]]",2.0,"[0, 1, 2, 3, 2, 0]",4,1,1,0,0
90.,FALSE,8,3,3,FALSE,FALSE,[4],1,"[[3, 5, 0], [4, 5, 0], [3, 1, 5]]","[(0, 3), (1, 2), (2, 1), (3, 3), (4, 3), (5, 4)]",[],1.0,"[0, 1, 2, 3, 4, 5]",6,3,0,0,0
91.,TRUE,7,3,2,FALSE,FALSE,[],0,"[[4, 2, 5, 0], [3, 1, 5, 0]]","[(0, 3), (1, 2), (2, 2), (3, 2), (4, 2), (5, 3)]","[[0, 2, 1, 4, 3, 5], [5, 3, 4, 1, 2, 0]]",4.0,"[0, 1, 1, 1, 1, 0]",2,0,2,0,0
92.,FALSE,8,3,3,FALSE,FALSE,[],0,"[[3, 5, 0], [4, 2, 5, 0], [3, 1, 5]]","[(0, 3), (1, 2), (2, 2), (3, 3), (4, 2), (5, 4)]",[],1.0,"[0, 1, 2, 3, 4, 5]",6,2,1,0,0
93.,FALSE,9,2,3,FALSE,FALSE,[],0,"[[3, 5, 0], [4, 5, 0], [4, 2, 5], [3, 1, 5]]","[(0, 3), (1, 2), (2, 2), (3, 3), (4, 3), (5, 5)]","[[0, 2, 1, 4, 3, 5]]",2.0,"[0, 1, 1, 3, 3, 5]",4,4,0,0,0
94.,FALSE,9,2,3,FALSE,TRUE,[],0,"[[3, 4, 0], [2, 5, 4], [3, 5, 4], [3, 1, 5]]","[(0, 2), (1, 2), (2, 2), (3, 4), (4, 4), (5, 4)]","[[0, 2, 1, 4, 3, 5], [1, 0, 2, 3, 5, 4]]",6.0,"[0, 0, 0, 3, 3, 3]",2,4,0,0,0
95.,FALSE,9,2,3,FALSE,FALSE,[],0,"[[3, 5, 0], [4, 2, 5, 0], [3, 1, 5], [3, 4, 0]]","[(0, 3), (1, 2), (2, 2), (3, 4), (4, 3), (5, 4)]",[],1.0,"[0, 1, 2, 3, 4, 5]",6,3,1,0,0
96.,FALSE,10,2,4,FALSE,FALSE,[],0,"[[3, 5, 0], [4, 5, 0], [4, 2, 5], [3, 1, 5], [3, 4, 0]]","[(0, 3), (1, 2), (2, 2), (3, 4), (4, 4), (5, 5)]","[[0, 2, 1, 4, 3, 5]]",2.0,"[0, 1, 1, 3, 3, 5]",4,5,0,0,0
99.,TRUE,7,3,2,FALSE,FALSE,[5],1,"[[3, 1, 5, 0], [4, 1, 5, 0]]","[(0, 3), (1, 3), (2, 1), (3, 2), (4, 2), (5, 3)]","[[1, 0, 2, 3, 4, 5], [0, 1, 2, 4, 3, 5]]",4.0,"[0, 0, 2, 3, 3, 5]",4,0,2,0,0
