graph_number,is_bipartite,num_edges,diameter,clique_num,is_distance_regular,is_eulerian,cut_vertice_list,num_cut_vertices,cycle_basis,degree_sequence,aut_group_generator,grp_size_1,grp_size_2,orbits,num_orbits,3_cycle_size_str,4_cycle_size_str,5_cycle_size_str,6_cycle_size_str,7_cycle_size_str,8_cycle_size_str
8043.,False,16,3,4,False,False,[],0,"[[5, 7, 0], [6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 2, 7], [5, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 2), (4, 4), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,0,0,0,0,0
8044.,False,15,3,4,False,False,[],0,"[[3, 7, 0], [6, 7, 0], [6, 2, 7], [1, 4, 2, 7], [5, 4, 2, 7, 0], [5, 1, 7, 0], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 3), (5, 4), (6, 5), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,5,2,1,0,0,0
8045.,False,15,3,3,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 2, 7, 0], [1, 4, 2, 7], [5, 4, 2, 7], [5, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 3), (5, 5), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,5,3,0,0,0,0
8046.,False,16,3,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [6, 2, 7], [1, 4, 2, 7], [5, 4, 2, 7], [5, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 3), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
8047.,False,15,2,3,False,False,[],0,"[[3, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7, 0], [6, 2, 7, 0], [5, 1, 7, 0], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 4), (5, 4), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,5,3,0,0,0,0
8048.,False,16,2,4,False,False,[],0,"[[3, 7, 0], [6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7, 0], [6, 2, 7], [5, 1, 7, 0], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 4), (5, 4), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
8049.,False,16,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 2, 7, 0], [5, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 4), (5, 5), (6, 4), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,1,0,0,0,0
804.,False,12,4,3,False,False,[6],1,"[[5, 7, 0], [6, 3, 7, 0], [5, 2, 7], [5, 1, 7], [6, 1, 7, 0]]","[(0, 3), (1, 3), (2, 2), (3, 2), (4, 1), (5, 4), (6, 4), (7, 5)]","[[1, 0, 2, 3, 4, 5, 6, 7]]",2.0,0,"[0, 0, 2, 3, 4, 5, 6, 7]",7,3,2,0,0,0,0
8050.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 2, 7], [5, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 4), (5, 5), (6, 5), (7, 7)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,10,0,0,0,0,0
8051.,False,15,2,4,False,False,[],0,"[[3, 6, 0], [2, 7, 6], [3, 7, 6], [4, 7, 6], [4, 1, 7], [5, 1, 7, 6, 0], [2, 4, 6], [5, 4, 6, 0]]","[(0, 3), (1, 3), (2, 3), (3, 3), (4, 5), (5, 3), (6, 5), (7, 5)]","[[5, 3, 2, 1, 6, 0, 4, 7]]",2.0,0,"[0, 1, 2, 1, 4, 0, 4, 7]",5,6,1,1,0,0,0
8052.,False,15,2,4,False,False,[],0,"[[3, 6, 0], [2, 4, 6], [5, 4, 6, 0], [1, 7, 4], [2, 7, 4], [3, 7, 4, 6], [5, 7, 4], [5, 1, 4]]","[(0, 3), (1, 3), (2, 3), (3, 3), (4, 5), (5, 4), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
8053.,False,15,3,3,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [2, 4, 7], [5, 4, 7], [6, 4, 7, 0], [5, 1, 4], [6, 2, 7, 0], [3, 6, 0]]","[(0, 4), (1, 2), (2, 3), (3, 3), (4, 5), (5, 4), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
8054.,False,15,3,4,False,False,[],0,"[[5, 7, 0], [6, 7, 0], [1, 4, 7], [5, 4, 7], [6, 4, 7], [6, 2, 4], [5, 1, 7], [3, 6, 0]]","[(0, 4), (1, 3), (2, 2), (3, 2), (4, 5), (5, 4), (6, 5), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,0,0,0,0,0
8055.,False,15,2,4,False,False,[],0,"[[3, 7, 0], [6, 7, 0], [1, 4, 7], [5, 4, 7, 0], [6, 4, 7], [6, 2, 4], [5, 1, 7, 0], [3, 6, 0]]","[(0, 4), (1, 3), (2, 2), (3, 3), (4, 5), (5, 3), (6, 5), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
8056.,False,15,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [1, 4, 7], [5, 4, 7], [6, 4, 7, 0], [6, 2, 4], [5, 1, 7], [3, 6, 0]]","[(0, 4), (1, 3), (2, 2), (3, 3), (4, 5), (5, 4), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,1,0,0,0,0
8057.,False,16,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [1, 4, 7], [5, 4, 7], [6, 4, 7], [6, 2, 4], [5, 1, 7], [3, 6, 0]]","[(0, 4), (1, 3), (2, 2), (3, 3), (4, 5), (5, 4), (6, 5), (7, 6)]","[[5, 3, 2, 1, 6, 0, 4, 7]]",2.0,0,"[0, 1, 2, 1, 4, 0, 4, 7]",5,9,0,0,0,0,0
8058.,False,15,3,4,False,False,[],0,"[[5, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 4, 7, 0], [6, 2, 7, 0], [5, 1, 7], [3, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 2), (4, 5), (5, 4), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
8059.,False,16,3,4,False,False,[],0,"[[5, 7, 0], [6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 4, 7], [6, 2, 7], [5, 1, 7], [3, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 2), (4, 5), (5, 4), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,0,0,0,0,0
805.,False,13,3,3,False,False,[6],1,"[[5, 7, 0], [6, 7, 0], [6, 3, 7], [5, 2, 7], [5, 1, 7], [6, 1, 7]]","[(0, 3), (1, 3), (2, 2), (3, 2), (4, 1), (5, 4), (6, 5), (7, 6)]","[[1, 0, 2, 3, 4, 5, 6, 7]]",2.0,0,"[0, 0, 2, 3, 4, 5, 6, 7]",7,6,0,0,0,0,0
8060.,False,15,2,3,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 2, 7, 0], [1, 4, 2, 7], [5, 4, 2, 7], [6, 4, 2], [5, 1, 7], [3, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 4), (5, 4), (6, 4), (7, 5)]","[[5, 3, 2, 1, 6, 0, 4, 7]]",2.0,0,"[0, 1, 2, 1, 4, 0, 4, 7]",5,5,3,0,0,0,0
8061.,False,16,2,4,False,False,[],0,"[[3, 7, 0], [6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7, 0], [6, 4, 7], [6, 2, 7], [5, 1, 7, 0], [3, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 5), (5, 3), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
8062.,False,16,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 4, 7, 0], [6, 2, 7, 0], [5, 1, 7], [3, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 5), (5, 4), (6, 4), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
8063.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 4, 7], [6, 2, 7], [5, 1, 7], [3, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 5), (5, 4), (6, 5), (7, 7)]","[[5, 3, 2, 1, 6, 0, 4, 7]]",2.0,0,"[0, 1, 2, 1, 4, 0, 4, 7]",5,10,0,0,0,0,0
8064.,False,17,3,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [2, 4, 7], [5, 4, 7], [6, 4, 7], [5, 1, 4], [6, 2, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 2), (2, 3), (3, 3), (4, 5), (5, 5), (6, 6), (7, 6)]","[[0, 1, 2, 3, 4, 5, 7, 6]]",2.0,0,"[0, 1, 2, 3, 4, 5, 6, 6]",7,10,0,0,0,0,0
8065.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [1, 4, 7], [5, 4, 7], [6, 4, 7], [6, 2, 4], [5, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 2), (3, 3), (4, 5), (5, 5), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,10,0,0,0,0,0
8066.,False,17,3,4,False,False,[],0,"[[5, 7, 0], [6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 4, 7], [6, 2, 7], [5, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 2), (4, 5), (5, 5), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,10,0,0,0,0,0
8067.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [6, 2, 7], [1, 4, 2, 7], [5, 4, 2, 7], [6, 4, 2], [5, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 4), (5, 5), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,2,0,0,0,0
8068.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7, 0], [6, 4, 7], [6, 2, 7], [5, 1, 7, 0], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 5), (5, 4), (6, 6), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,2,0,0,0,0
8069.,False,17,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 4, 7, 0], [6, 2, 7, 0], [5, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 5), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,2,0,0,0,0
806.,True,12,3,2,False,False,[],0,"[[6, 4, 7, 0], [6, 3, 7, 0], [5, 2, 7, 0], [5, 1, 7, 0], [6, 1, 7, 0]]","[(0, 3), (1, 3), (2, 2), (3, 2), (4, 2), (5, 3), (6, 4), (7, 5)]","[[1, 0, 2, 3, 4, 5, 6, 7], [0, 1, 2, 4, 3, 5, 6, 7]]",4.0,0,"[0, 0, 2, 3, 3, 5, 6, 7]",6,0,5,0,0,0,0
8070.,False,18,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 4, 7], [6, 2, 7], [5, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 3), (3, 3), (4, 5), (5, 5), (6, 6), (7, 7)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,11,0,0,0,0,0
8071.,False,15,3,4,False,False,[],0,"[[5, 6, 0], [3, 7, 6, 0], [4, 7, 6], [5, 7, 6], [4, 2, 7], [1, 4, 6], [5, 4, 6], [5, 1, 6]]","[(0, 3), (1, 3), (2, 2), (3, 2), (4, 5), (5, 5), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,7,1,0,0,0,0
8072.,False,15,3,5,False,False,[4],1,"[[5, 6, 0], [1, 7, 6], [3, 7, 6, 0], [4, 7, 6], [5, 7, 6], [1, 4, 6], [5, 4, 6], [5, 1, 6]]","[(0, 3), (1, 4), (2, 1), (3, 2), (4, 5), (5, 5), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,7,1,0,0,0,0
8073.,False,15,3,4,False,False,[],0,"[[5, 6, 0], [1, 7, 6], [3, 7, 6, 0], [5, 7, 6], [4, 2, 7, 6], [1, 4, 6], [5, 4, 6], [5, 1, 6]]","[(0, 3), (1, 4), (2, 2), (3, 2), (4, 4), (5, 5), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,6,2,0,0,0,0
8074.,False,15,3,4,False,False,[],0,"[[5, 6, 0], [1, 4, 6], [5, 4, 6], [1, 7, 4], [2, 7, 4], [3, 7, 4, 6, 0], [5, 7, 4], [5, 1, 6]]","[(0, 3), (1, 4), (2, 2), (3, 2), (4, 5), (5, 5), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,0,1,0,0,0
8075.,False,16,3,5,False,False,[],0,"[[5, 6, 0], [1, 7, 6], [3, 7, 6, 0], [4, 7, 6], [5, 7, 6], [4, 2, 7], [1, 4, 6], [5, 4, 6], [5, 1, 6]]","[(0, 3), (1, 4), (2, 2), (3, 2), (4, 5), (5, 5), (6, 5), (7, 6)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,8,1,0,0,0,0
8076.,False,15,3,4,False,False,[4],1,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [5, 4, 7], [6, 4, 7], [5, 1, 4], [6, 1, 4], [5, 6, 0]]","[(0, 4), (1, 3), (2, 1), (3, 2), (4, 5), (5, 5), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,8,0,0,0,0,0
8077.,False,15,3,4,False,False,[0],1,"[[5, 7, 0], [6, 7, 0], [2, 4, 7], [5, 4, 7], [6, 4, 7], [5, 1, 4], [6, 1, 4], [5, 6, 0]]","[(0, 4), (1, 3), (2, 2), (3, 1), (4, 5), (5, 5), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,8,0,0,0,0,0
8078.,False,15,3,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [5, 4, 2, 7], [6, 4, 2, 7], [5, 1, 4], [6, 1, 4], [5, 6, 0]]","[(0, 4), (1, 3), (2, 2), (3, 2), (4, 4), (5, 5), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,6,2,0,0,0,0
8079.,False,16,3,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [2, 4, 7], [5, 4, 7], [6, 4, 7], [5, 1, 4], [6, 1, 4], [5, 6, 0]]","[(0, 4), (1, 3), (2, 2), (3, 2), (4, 5), (5, 5), (6, 5), (7, 6)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,9,0,0,0,0,0
807.,False,13,3,3,False,False,[],0,"[[6, 7, 0], [6, 4, 7], [6, 3, 7], [5, 2, 7, 0], [5, 1, 7, 0], [6, 1, 7]]","[(0, 3), (1, 3), (2, 2), (3, 2), (4, 2), (5, 3), (6, 5), (7, 6)]","[[1, 0, 2, 3, 4, 5, 6, 7], [0, 1, 2, 4, 3, 5, 6, 7]]",4.0,0,"[0, 0, 2, 3, 3, 5, 6, 7]",6,4,2,0,0,0,0
8080.,False,15,4,5,False,False,"[4, 0]",2,"[[5, 7, 0], [6, 7, 0], [1, 4, 7], [5, 4, 7], [6, 4, 7], [5, 1, 7], [6, 1, 7], [5, 6, 0]]","[(0, 4), (1, 4), (2, 1), (3, 1), (4, 5), (5, 5), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 5, 7, 6], [0, 1, 2, 3, 4, 6, 5, 7]]",6.0,0,"[0, 1, 2, 3, 4, 5, 5, 5]",6,8,0,0,0,0,0
8081.,False,15,4,4,False,False,[4],1,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [5, 1, 7], [6, 1, 7], [5, 4, 1], [6, 4, 1], [5, 6, 0]]","[(0, 4), (1, 4), (2, 1), (3, 2), (4, 4), (5, 5), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,8,0,0,0,0,0
8082.,False,15,3,4,False,False,[4],1,"[[3, 7, 0], [5, 7, 0], [1, 4, 7], [5, 4, 7], [6, 4, 7, 0], [5, 1, 7], [6, 1, 7, 0], [5, 6, 0]]","[(0, 4), (1, 4), (2, 1), (3, 2), (4, 5), (5, 5), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
8083.,False,16,3,5,False,False,[4],1,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [1, 4, 7], [5, 4, 7], [6, 4, 7], [5, 1, 7], [6, 1, 7], [5, 6, 0]]","[(0, 4), (1, 4), (2, 1), (3, 2), (4, 5), (5, 5), (6, 5), (7, 6)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,9,0,0,0,0,0
8084.,False,15,3,4,False,False,[0],1,"[[5, 7, 0], [6, 7, 0], [1, 4, 2, 7], [5, 4, 2, 7], [6, 4, 2, 7], [5, 1, 7], [6, 1, 7], [5, 6, 0]]","[(0, 4), (1, 4), (2, 2), (3, 1), (4, 4), (5, 5), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,5,3,0,0,0,0
8085.,False,16,3,5,False,False,[0],1,"[[5, 7, 0], [6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 4, 7], [5, 1, 7], [6, 1, 7], [5, 6, 0]]","[(0, 4), (1, 4), (2, 2), (3, 1), (4, 5), (5, 5), (6, 5), (7, 6)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,9,0,0,0,0,0
8086.,False,16,3,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [1, 4, 2, 7], [5, 4, 2, 7], [6, 4, 2, 7], [5, 1, 7], [6, 1, 7], [5, 6, 0]]","[(0, 4), (1, 4), (2, 2), (3, 2), (4, 4), (5, 5), (6, 5), (7, 6)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,6,3,0,0,0,0
8087.,False,16,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 4, 7, 0], [5, 1, 7], [6, 1, 7, 0], [5, 6, 0]]","[(0, 4), (1, 4), (2, 2), (3, 2), (4, 5), (5, 5), (6, 4), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
8088.,False,17,2,5,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [6, 4, 7], [5, 1, 7], [6, 1, 7], [5, 6, 0]]","[(0, 4), (1, 4), (2, 2), (3, 2), (4, 5), (5, 5), (6, 5), (7, 7)]","[[0, 1, 2, 3, 4, 6, 5, 7]]",2.0,0,"[0, 1, 2, 3, 4, 5, 5, 7]",7,10,0,0,0,0,0
8089.,False,15,3,4,False,False,[],0,"[[3, 6, 0], [5, 6, 0], [5, 1, 6], [3, 7, 1, 6], [4, 7, 1], [5, 7, 1], [4, 2, 7], [5, 4, 1]]","[(0, 3), (1, 4), (2, 2), (3, 3), (4, 4), (5, 5), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,1,0,0,0,0
808.,False,13,3,3,False,False,[],0,"[[5, 7, 0], [6, 4, 7, 0], [6, 3, 7, 0], [5, 2, 7], [5, 1, 7], [6, 1, 7, 0]]","[(0, 3), (1, 3), (2, 2), (3, 2), (4, 2), (5, 4), (6, 4), (7, 6)]","[[1, 0, 2, 3, 4, 5, 6, 7], [0, 1, 2, 4, 3, 5, 6, 7]]",4.0,0,"[0, 0, 2, 3, 3, 5, 6, 7]",6,3,3,0,0,0,0
8090.,False,16,3,4,False,False,[],0,"[[3, 6, 0], [5, 6, 0], [1, 7, 6], [3, 7, 6], [5, 7, 6], [1, 4, 7], [2, 4, 7], [5, 4, 7], [5, 1, 6]]","[(0, 3), (1, 4), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,0,0,0,0,0
8091.,False,15,3,3,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [2, 4, 7], [5, 4, 7], [5, 1, 4], [6, 1, 4, 7, 0], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 2), (3, 3), (4, 4), (5, 5), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,0,1,0,0,0
8092.,False,16,2,4,False,False,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [2, 4, 7], [5, 4, 7], [5, 1, 4], [6, 1, 4, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 3), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,1,0,0,0,0
8093.,False,15,4,4,False,False,[4],1,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [5, 1, 7], [6, 1, 7], [5, 4, 1], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 4), (2, 1), (3, 3), (4, 3), (5, 5), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 5, 7, 6]]",2.0,0,"[0, 1, 2, 3, 4, 5, 6, 6]",7,8,0,0,0,0,0
8094.,False,15,3,4,False,False,[4],1,"[[3, 7, 0], [5, 7, 0], [1, 4, 7], [5, 4, 7], [5, 1, 7], [6, 1, 7, 0], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 4), (2, 1), (3, 3), (4, 4), (5, 5), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,1,0,0,0,0
8095.,False,16,3,4,False,False,[4],1,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [1, 4, 7], [5, 4, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 4), (2, 1), (3, 3), (4, 4), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,0,0,0,0,0
8096.,False,15,3,3,False,False,[],0,"[[6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7, 0], [5, 1, 7, 0], [6, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 4), (2, 2), (3, 2), (4, 4), (5, 4), (6, 5), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
8097.,False,15,3,4,False,False,[],0,"[[5, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [5, 1, 7], [6, 1, 7, 0], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 4), (2, 2), (3, 2), (4, 4), (5, 5), (6, 4), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,1,0,0,0,0
8098.,False,16,3,4,False,False,[],0,"[[5, 7, 0], [6, 7, 0], [1, 4, 7], [2, 4, 7], [5, 4, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 4), (2, 2), (3, 2), (4, 4), (5, 5), (6, 5), (7, 6)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,0,0,0,0,0
8099.,False,15,3,4,False,False,[],0,"[[3, 7, 0], [6, 7, 0], [1, 4, 2, 7], [5, 4, 2, 7, 0], [5, 1, 7, 0], [6, 1, 7], [3, 6, 0], [5, 6, 0]]","[(0, 4), (1, 4), (2, 2), (3, 3), (4, 3), (5, 4), (6, 5), (7, 5)]",[],1.0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,5,2,1,0,0,0
809.,False,14,2,3,False,False,[],0,"[[5, 7, 0], [6, 7, 0], [6, 4, 7], [6, 3, 7], [5, 2, 7], [5, 1, 7], [6, 1, 7]]","[(0, 3), (1, 3), (2, 2), (3, 2), (4, 2), (5, 4), (6, 5), (7, 7)]","[[1, 0, 2, 3, 4, 5, 6, 7], [0, 1, 2, 4, 3, 5, 6, 7]]",4.0,0,"[0, 0, 2, 3, 3, 5, 6, 7]",6,7,0,0,0,0,0
