graph_number,is_bipartite,num_edges,diameter,clique_num,is_distance_regular,is_eulerian,cut_vertice_list,num_cut_vertices,cycle_basis,degree_sequence,aut_group_generator,grp_size_1,orbits,num_orbits,3_cycle_size_str,4_cycle_size_str,5_cycle_size_str,6_cycle_size_str,7_cycle_size_str,
300, False ,11,3,3, False , False , [6] ,1," [[4, 6, 0], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 1), (4, 4), (5, 4), (6, 5)] "," [[1, 0, 2, 3, 4, 5, 6]] ",2," [0, 0, 2, 3, 4, 5, 6] ",6,3,2,0,0,0,"
"
301, False ,12,2,4, False , False , [6] ,1," [[4, 6, 0], [5, 6, 0], [5, 2, 6], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 1), (4, 4), (5, 5), (6, 6)] "," [[1, 0, 2, 3, 4, 5, 6]] ",2," [0, 0, 2, 3, 4, 5, 6] ",6,6,0,0,0,0,"
"
302, True ,10,3,2, False , False , [] ,0," [[5, 3, 6, 0], [5, 2, 6, 0], [4, 1, 6, 0], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 2), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 4, 6, 5], [1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 4, 5, 6]] ",8," [0, 0, 2, 2, 4, 5, 5] ",4,0,4,0,0,0,"
"
303, False ,11,3,3, False , False , [] ,0," [[5, 6, 0], [5, 3, 6], [5, 2, 6], [4, 1, 6, 0], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 2), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 4, 6, 5], [1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 4, 5, 6]] ",8," [0, 0, 2, 2, 4, 5, 5] ",4,4,1,0,0,0,"
"
304, False ,11,2,3, False , False , [] ,0," [[4, 6, 0], [5, 3, 6, 0], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 3), (5, 4), (6, 5)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 4, 5, 6]] ",4," [0, 0, 2, 2, 4, 5, 6] ",5,2,3,0,0,0,"
"
305, False ,12,2,3, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 3), (5, 5), (6, 6)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 4, 5, 6]] ",4," [0, 0, 2, 2, 4, 5, 6] ",5,6,0,0,0,0,"
"
306, False ,12,2,3, False , False , [] ,0," [[4, 6, 0], [5, 3, 6, 0], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 4), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 4, 6, 5], [1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 4, 5, 6]] ",8," [0, 0, 2, 2, 4, 5, 5] ",4,3,3,0,0,0,"
"
307, False ,13,2,4, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 4), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 4, 5, 6]] ",8," [0, 0, 2, 2, 4, 5, 5] ",4,7,0,0,0,0,"
"
308, False ,10,2,3, False , True , [] ,0," [[3, 6, 5], [4, 6, 5, 0], [4, 2, 6], [4, 1, 5, 0]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 4), (5, 4), (6, 4)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 5, 4, 6]] ",4," [0, 0, 2, 2, 4, 4, 6] ",4,2,2,0,0,0,"
"
309, False ,10,3,3, False , False , [5] ,1," [[4, 6, 0], [5, 6, 0], [4, 2, 6], [4, 1, 5, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 4), (5, 4), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,3,1,0,0,0,"
"
310, False ,10,3,3, False , False , [] ,0," [[4, 6, 0], [5, 3, 6, 0], [4, 2, 6], [4, 1, 5, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 4), (5, 3), (6, 4)] "," [[0, 3, 2, 1, 6, 5, 4]] ",2," [0, 1, 2, 1, 4, 5, 4] ",5,2,2,0,0,0,"
"
311, False ,11,2,3, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [4, 2, 6], [4, 1, 5, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 4), (5, 4), (6, 5)] "," [[0, 1, 3, 2, 5, 4, 6]] ",2," [0, 1, 2, 2, 4, 4, 6] ",5,4,1,0,0,0,"
"
312, False ,10,4,3, False , False ," [5, 4] ",2," [[4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 1), (3, 1), (4, 4), (5, 4), (6, 4)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 5, 4, 6]] ",4," [0, 0, 2, 2, 4, 4, 6] ",4,4,0,0,0,0,"
"
313, False ,10,3,3, False , False , [4] ,1," [[4, 6, 0], [5, 3, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 1), (3, 2), (4, 4), (5, 3), (6, 4)] "," [[1, 0, 2, 3, 4, 5, 6]] ",2," [0, 0, 2, 3, 4, 5, 6] ",6,2,2,0,0,0,"
"
314, False ,10,4,3, False , False , [5] ,1," [[4, 6, 0], [4, 2, 6], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 1), (4, 4), (5, 3), (6, 4)] "," [[0, 1, 2, 3, 6, 5, 4], [1, 0, 2, 3, 4, 5, 6]] ",4," [0, 0, 2, 3, 4, 5, 4] ",5,3,1,0,0,0,"
"
315, False ,11,3,3, False , False , [5] ,1," [[4, 6, 0], [5, 6, 0], [4, 2, 6], [4, 1, 6], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 1), (4, 4), (5, 4), (6, 5)] "," [[1, 0, 2, 3, 4, 5, 6]] ",2," [0, 0, 2, 3, 4, 5, 6] ",6,5,0,0,0,0,"
"
316, True ,10,3,2, False , False , [] ,0," [[5, 3, 6, 0], [4, 2, 6, 0], [4, 1, 6, 0], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 3), (5, 3), (6, 4)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 5, 4, 6]] ",4," [0, 0, 2, 2, 4, 4, 6] ",4,0,4,0,0,0,"
"
317, False ,11,3,3, False , False , [] ,0," [[4, 6, 0], [5, 3, 6, 0], [4, 2, 6], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 4), (5, 3), (6, 5)] "," [[1, 0, 2, 3, 4, 5, 6]] ",2," [0, 0, 2, 3, 4, 5, 6] ",6,3,2,0,0,0,"
"
318, False ,12,2,3, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [4, 2, 6], [4, 1, 6], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 4), (5, 4), (6, 6)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 5, 4, 6]] ",4," [0, 0, 2, 2, 4, 4, 6] ",4,6,0,0,0,0,"
"
319, False ,12,2,4, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [4, 2, 6], [4, 5, 0], [4, 1, 5]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 5), (5, 5), (6, 5)] "," [[0, 1, 3, 2, 5, 4, 6], [0, 2, 1, 3, 4, 6, 5]] ",6," [0, 1, 1, 1, 4, 4, 4] ",3,6,0,0,0,0,"
"
320, False ,12,2,3, False , False , [] ,0," [[4, 6, 0], [5, 3, 6, 0], [4, 2, 6], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 5), (5, 4), (6, 5)] "," [[1, 0, 2, 3, 4, 5, 6]] ",2," [0, 0, 2, 3, 4, 5, 6] ",6,4,2,0,0,0,"
"
321, False ,13,2,4, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [4, 2, 6], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 5), (5, 5), (6, 6)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 5, 4, 6]] ",4," [0, 0, 2, 2, 4, 4, 6] ",4,7,0,0,0,0,"
"
322, False ,10,3,3, False , False , [6] ,1," [[4, 6, 0], [5, 6, 0], [4, 2, 5, 0], [4, 1, 5, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 4), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 2, 1, 3, 4, 5, 6]] ",4," [0, 1, 1, 3, 4, 4, 6] ",5,2,2,0,0,0,"
"
324, False ,11,3,3, False , False , [6] ,1," [[4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [4, 2, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 1), (4, 4), (5, 4), (6, 5)] "," [[0, 1, 2, 3, 5, 4, 6], [1, 0, 2, 3, 4, 5, 6]] ",4," [0, 0, 2, 3, 4, 4, 6] ",5,4,1,0,0,0,"
"
328, True ,10,3,2, False , False , [6] ,1," [[4, 2, 6, 0], [5, 2, 6, 0], [4, 1, 6, 0], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 1), (4, 3), (5, 3), (6, 4)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 4, 6] ",4,0,4,0,0,0,"
"
329, False ,11,3,3, False , False , [6] ,1," [[4, 6, 0], [4, 2, 6], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 1), (4, 4), (5, 3), (6, 5)] "," [[0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",6," [0, 0, 0, 3, 4, 5, 6] ",5,3,2,0,0,0,"
"
330, False ,12,2,3, False , False , [6] ,1," [[4, 6, 0], [5, 6, 0], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 3), (3, 1), (4, 4), (5, 4), (6, 6)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 4, 6] ",4,6,0,0,0,0,"
"
331, False ,12,3,4, False , False , [6] ,1," [[4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [4, 5, 0], [4, 2, 5]] "," [(0, 3), (1, 3), (2, 2), (3, 1), (4, 5), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 5, 4, 6], [1, 0, 2, 3, 4, 5, 6]] ",4," [0, 0, 2, 3, 4, 4, 6] ",5,6,0,0,0,0,"
"
333, False ,12,3,3, False , False , [6] ,1," [[4, 6, 0], [4, 2, 6], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 1), (4, 5), (5, 4), (6, 5)] "," [[0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",6," [0, 0, 0, 3, 4, 5, 6] ",5,4,2,0,0,0,"
"
334, False ,13,2,4, False , False , [6] ,1," [[4, 6, 0], [5, 6, 0], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 1), (4, 5), (5, 5), (6, 6)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 4, 6] ",4,7,0,0,0,0,"
"
335, False ,11,2,3, False , False , [] ,0," [[4, 6, 0], [5, 3, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 2, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 4), (5, 4), (6, 4)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 3, 2, 6, 5, 4]] ",4," [0, 0, 2, 2, 4, 5, 4] ",4,2,3,0,0,0,"
"
336, False ,11,3,3, False , False , [5] ,1," [[4, 6, 0], [4, 2, 6], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 1), (4, 4), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 6, 5, 4], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 5, 4] ",4,3,2,0,0,0,"
"
337, True ,11,3,2, False , False , [] ,0," [[5, 3, 6, 0], [4, 2, 6, 0], [5, 2, 6, 0], [4, 1, 6, 0], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 2), (4, 3), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 5, 5] ",4,0,5,0,0,0,"
"
338, False ,12,3,3, False , False , [] ,0," [[5, 6, 0], [5, 3, 6], [4, 2, 6, 0], [5, 2, 6], [4, 1, 6, 0], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 3), (3, 2), (4, 3), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 5, 5] ",4,4,2,0,0,0,"
"
339, False ,12,2,3, False , False , [] ,0," [[4, 6, 0], [5, 3, 6, 0], [4, 2, 6], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 2), (4, 4), (5, 4), (6, 5)] "," [[0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",6," [0, 0, 0, 3, 4, 5, 6] ",5,3,3,0,0,0,"
"
340, False ,13,2,3, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 3), (3, 2), (4, 4), (5, 5), (6, 6)] "," [[0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",6," [0, 0, 0, 3, 4, 5, 6] ",5,7,0,0,0,0,"
"
341, False ,14,2,4, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [5, 3, 6], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 2), (4, 5), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 5, 5] ",4,8,0,0,0,0,"
"
342, False ,13,2,3, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6], [4, 3, 5, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 2), (4, 5), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 0, 3, 4, 4, 6] ",4,6,1,0,0,0,"
"
343, True ,12,2,2, False , False , [] ,0," [[4, 3, 6, 0], [5, 3, 6, 0], [4, 2, 6, 0], [5, 2, 6, 0], [4, 1, 6, 0], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 3), (4, 4), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 3, 5, 4, 6], [0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",144," [0, 0, 0, 0, 4, 4, 4] ",2,0,6,0,0,0,"
"
344, False ,13,2,3, False , False , [] ,0," [[4, 6, 0], [4, 3, 6], [5, 3, 6, 0], [4, 2, 6], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 3), (4, 5), (5, 4), (6, 5)] "," [[0, 1, 2, 3, 6, 5, 4], [0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",48," [0, 0, 0, 0, 4, 5, 4] ",3,4,3,0,0,0,"
"
345, False ,14,2,3, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [4, 3, 6], [5, 3, 6], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6]] "," [(0, 3), (1, 3), (2, 3), (3, 3), (4, 5), (5, 5), (6, 6)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",48," [0, 0, 0, 0, 4, 4, 6] ",3,8,0,0,0,0,"
"
346, False ,15,2,4, False , False , [] ,0," [[4, 6, 0], [5, 6, 0], [4, 3, 6], [5, 3, 6], [4, 2, 6], [5, 2, 6], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 3), (1, 3), (2, 3), (3, 3), (4, 6), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 3, 5, 4, 6], [0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",144," [0, 0, 0, 0, 4, 4, 4] ",2,9,0,0,0,0,"
"
351, True ,6,4,2, False , False ," [1, 6, 2, 0] ",4, [] ," [(0, 2), (1, 2), (2, 2), (3, 1), (4, 1), (5, 1), (6, 3)] "," [[0, 2, 1, 3, 5, 4, 6], [1, 0, 2, 4, 3, 5, 6]] ",6," [0, 0, 0, 3, 3, 3, 6] ",3,0,0,0,0,0,"
"
352, False ,7,4,3, False , False ," [1, 6, 2] ",3," [[3, 6, 0]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 1), (5, 1), (6, 4)] "," [[3, 1, 2, 0, 4, 5, 6], [0, 2, 1, 3, 5, 4, 6]] ",4," [0, 1, 1, 0, 4, 4, 6] ",4,1,0,0,0,0,"
"
353, False ,8,3,3, False , False ," [6, 2] ",2," [[3, 6, 0], [1, 4, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 1), (6, 5)] "," [[0, 4, 2, 3, 1, 5, 6], [1, 0, 2, 4, 3, 5, 6]] ",8," [0, 0, 2, 0, 0, 5, 6] ",4,2,0,0,0,0,"
"
354, False ,9,2,3, False , True , [6] ,1," [[3, 6, 0], [2, 5, 6], [1, 4, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 6)] "," [[0, 1, 5, 3, 4, 2, 6], [0, 2, 1, 3, 5, 4, 6], [1, 0, 2, 4, 3, 5, 6]] ",48," [0, 0, 0, 0, 0, 0, 6] ",2,3,0,0,0,0,"
"
365, False ,8,3,3, False , False ," [6, 0] ",2," [[1, 4, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 2), (4, 2), (5, 2), (6, 4)] "," [[0, 1, 2, 5, 4, 3, 6], [0, 4, 2, 3, 1, 5, 6]] ",4," [0, 1, 2, 3, 1, 3, 6] ",5,2,0,0,0,0,"
"
366, False ,8,4,3, False , False ," [1, 6] ",2," [[3, 6, 0], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 1), (5, 2), (6, 4)] "," [[3, 1, 2, 0, 4, 5, 6]] ",2," [0, 1, 2, 0, 4, 5, 6] ",6,2,0,0,0,0,"
"
367, False ,9,3,4, False , False ," [1, 6] ",2," [[3, 6, 0], [5, 6, 0], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 1), (5, 3), (6, 5)] "," [[0, 1, 2, 5, 4, 3, 6], [3, 1, 2, 0, 4, 5, 6]] ",6," [0, 1, 2, 0, 4, 0, 6] ",5,3,0,0,0,0,"
"
368, False ,9,3,3, False , False , [6] ,1," [[3, 6, 0], [1, 4, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 2), (5, 2), (6, 5)] "," [[3, 1, 2, 0, 4, 5, 6], [0, 4, 2, 3, 1, 5, 6]] ",4," [0, 1, 2, 0, 1, 5, 6] ",5,3,0,0,0,0,"
"
369, False ,10,2,4, False , False , [6] ,1," [[3, 6, 0], [5, 6, 0], [1, 4, 6], [3, 5, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 3), (4, 2), (5, 3), (6, 6)] "," [[0, 1, 2, 5, 4, 3, 6], [3, 1, 2, 0, 4, 5, 6], [0, 4, 2, 3, 1, 5, 6]] ",12," [0, 1, 2, 0, 1, 0, 6] ",4,4,0,0,0,0,"
"
36, True ,7,3,2, False , False , [6] ,1," [[5, 1, 6, 0]] "," [(0, 2), (1, 2), (2, 1), (3, 1), (4, 1), (5, 2), (6, 5)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 2, 4, 3, 5, 6], [0, 1, 3, 2, 4, 5, 6]] ",12," [0, 0, 2, 2, 2, 5, 6] ",4,0,1,0,0,0,"
"
372, True ,6,6,2, False , False ," [1, 6, 2, 5, 0] ",5, [] ," [(0, 2), (1, 2), (2, 2), (3, 1), (4, 1), (5, 2), (6, 2)] "," [[1, 0, 2, 4, 3, 6, 5]] ",2," [0, 0, 2, 3, 3, 5, 5] ",4,0,0,0,0,0,"
"
373, False ,7,5,3, False , False ," [6, 2, 5, 0] ",4," [[1, 4, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 1), (4, 2), (5, 2), (6, 3)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,1,0,0,0,0,"
"
374, False ,7,4,2, False , False ," [1, 6] ",2," [[3, 6, 2, 5, 0]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 1), (5, 2), (6, 3)] "," [[5, 1, 3, 2, 4, 0, 6]] ",2," [0, 1, 2, 2, 4, 0, 6] ",5,0,0,1,0,0,"
"
375, False ,8,3,3, False , True , [6] ,1," [[3, 6, 2, 5, 0], [1, 4, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 4)] "," [[0, 4, 2, 3, 1, 5, 6], [5, 1, 3, 2, 4, 0, 6]] ",4," [0, 1, 2, 2, 1, 0, 6] ",4,1,0,1,0,0,"
"
378, False ,7,4,3, False , False ," [5, 1, 6, 0] ",4," [[5, 6, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 1), (4, 1), (5, 3), (6, 3)] "," [[5, 1, 3, 2, 4, 0, 6]] ",2," [0, 1, 2, 2, 4, 0, 6] ",5,1,0,0,0,0,"
"
379, False ,7,4,3, False , False ," [5, 6, 0] ",3," [[1, 4, 6]] "," [(0, 3), (1, 2), (2, 1), (3, 1), (4, 2), (5, 2), (6, 3)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,1,0,0,0,0,"
"
37, False ,8,2,3, False , False , [6] ,1," [[5, 6, 0], [5, 1, 6]] "," [(0, 2), (1, 2), (2, 1), (3, 1), (4, 1), (5, 3), (6, 6)] "," [[1, 0, 2, 3, 4, 5, 6], [0, 1, 2, 4, 3, 5, 6], [0, 1, 3, 2, 4, 5, 6]] ",12," [0, 0, 2, 2, 2, 5, 6] ",4,2,0,0,0,0,"
"
380, False ,8,3,3, False , False ," [5, 6, 0] ",3," [[5, 6, 0], [1, 4, 6]] "," [(0, 3), (1, 2), (2, 1), (3, 1), (4, 2), (5, 3), (6, 4)] "," [[0, 4, 2, 3, 1, 5, 6], [5, 1, 3, 2, 4, 0, 6]] ",4," [0, 1, 2, 2, 1, 0, 6] ",4,2,0,0,0,0,"
"
381, False ,7,5,3, False , False ," [1, 6, 5, 0] ",4," [[3, 6, 0]] "," [(0, 3), (1, 2), (2, 1), (3, 2), (4, 1), (5, 2), (6, 3)] "," [[6, 5, 4, 3, 2, 1, 0]] ",2," [0, 1, 2, 3, 2, 1, 0] ",4,1,0,0,0,0,"
"
382, False ,8,4,3, False , False ," [6, 5, 0] ",3," [[3, 6, 0], [1, 4, 6]] "," [(0, 3), (1, 2), (2, 1), (3, 2), (4, 2), (5, 2), (6, 4)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,2,0,0,0,0,"
"
383, True ,7,4,2, False , False ," [1, 6, 0] ",3," [[5, 2, 6, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 1), (5, 2), (6, 3)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,0,1,0,0,0,"
"
384, False ,8,4,3, False , False ," [1, 6, 0] ",3," [[5, 6, 0], [5, 2, 6]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 1), (5, 3), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,2,0,0,0,0,"
"
385, False ,8,3,3, False , False ," [6, 0] ",2," [[1, 4, 6], [5, 2, 6, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 2), (5, 2), (6, 4)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,1,1,0,0,0,"
"
386, False ,9,3,3, False , False ," [6, 0] ",2," [[5, 6, 0], [1, 4, 6], [5, 2, 6]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 2), (5, 3), (6, 5)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,3,0,0,0,0,"
"
387, False ,8,4,3, False , False ," [1, 6] ",2," [[3, 6, 0], [5, 2, 6, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 1), (5, 2), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,1,1,0,0,0,"
"
388, False ,9,3,3, False , False ," [1, 6] ",2," [[3, 6, 0], [5, 6, 0], [5, 2, 6]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 1), (5, 3), (6, 5)] "," [[5, 1, 3, 2, 4, 0, 6]] ",2," [0, 1, 2, 2, 4, 0, 6] ",5,3,0,0,0,0,"
"
389, False ,9,3,3, False , False , [6] ,1," [[3, 6, 0], [1, 4, 6], [5, 2, 6, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 5)] "," [[0, 4, 2, 3, 1, 5, 6]] ",2," [0, 1, 2, 3, 1, 5, 6] ",6,2,1,0,0,0,"
"
