graph_number,is_bipartite,num_edges,diameter,clique_num,is_distance_regular,is_eulerian,cut_vertice_list,num_cut_vertices,cycle_basis,degree_sequence,aut_group_generator,grp_size_1,orbits,num_orbits,3_cycle_size_str,4_cycle_size_str,5_cycle_size_str,6_cycle_size_str,7_cycle_size_str,
1000, False ,17,2,6, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [5, 1, 6], [2, 5, 0], [3, 5, 0], [4, 5, 0], [2, 4, 0], [3, 4, 0], [2, 3, 0]] "," [(0, 5), (1, 2), (2, 5), (3, 5), (4, 5), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 4, 3, 5, 6], [0, 1, 3, 2, 4, 5, 6], [2, 1, 0, 3, 4, 5, 6]] ",48," [0, 1, 0, 0, 0, 5, 5] ",3,11,0,0,0,0,"
"
1001, False ,16,2,5, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [2, 5, 0], [4, 5, 0], [2, 4, 0], [2, 3, 0]] "," [(0, 5), (1, 3), (2, 5), (3, 3), (4, 5), (5, 5), (6, 6)] "," [[2, 1, 0, 3, 4, 5, 6], [0, 1, 2, 3, 5, 4, 6], [4, 3, 5, 1, 0, 2, 6]] ",8," [0, 1, 0, 1, 0, 0, 6] ",3,10,0,0,0,0,"
"
1002, False ,15,2,4, False , False , [] ,0," [[2, 6, 0], [4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [2, 4, 0], [2, 3, 0]] "," [(0, 5), (1, 3), (2, 5), (3, 3), (4, 4), (5, 5), (6, 5)] "," [[2, 1, 0, 3, 4, 5, 6]] ",2," [0, 1, 0, 3, 4, 5, 6] ",6,9,0,0,0,0,"
"
1003, False ,15,2,5, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [5, 6, 0], [4, 1, 6, 0], [5, 1, 6], [2, 5, 0], [3, 5, 0], [2, 4, 0], [2, 3, 0]] "," [(0, 5), (1, 3), (2, 5), (3, 4), (4, 3), (5, 5), (6, 5)] "," [[2, 1, 0, 3, 4, 5, 6], [0, 1, 2, 3, 4, 6, 5], [5, 4, 6, 3, 1, 0, 2]] ",8," [0, 1, 0, 3, 1, 0, 0] ",3,8,1,0,0,0,"
"
1004, False ,15,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0], [2, 5, 0], [3, 5, 0], [2, 4, 0], [2, 3, 0]] "," [(0, 5), (1, 3), (2, 5), (3, 4), (4, 4), (5, 4), (6, 5)] "," [[2, 1, 0, 3, 4, 5, 6]] ",2," [0, 1, 0, 3, 4, 5, 6] ",6,8,1,0,0,0,"
"
1005, False ,16,2,5, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [2, 4, 0], [2, 3, 0]] "," [(0, 5), (1, 3), (2, 5), (3, 4), (4, 4), (5, 5), (6, 6)] "," [[2, 1, 0, 3, 4, 5, 6]] ",2," [0, 1, 0, 3, 4, 5, 6] ",6,10,0,0,0,0,"
"
1006, False ,17,2,5, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [4, 5, 0], [2, 4, 0], [2, 3, 0]] "," [(0, 5), (1, 3), (2, 5), (3, 4), (4, 5), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [2, 1, 0, 3, 4, 5, 6]] ",4," [0, 1, 0, 3, 4, 5, 5] ",5,11,0,0,0,0,"
"
1007, False ,18,2,6, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [4, 5, 0], [2, 4, 0], [3, 4, 0], [2, 3, 0]] "," [(0, 5), (1, 3), (2, 5), (3, 5), (4, 6), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 3, 5, 4, 6], [0, 1, 3, 2, 4, 5, 6], [2, 1, 0, 3, 4, 5, 6]] ",36," [0, 1, 0, 0, 4, 4, 4] ",3,12,0,0,0,0,"
"
1008, False ,14,2,4, False , False , [] ,0," [[3, 6, 0], [5, 6, 0], [1, 4, 6], [2, 4, 6, 0], [3, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0]] "," [(0, 4), (1, 4), (2, 3), (3, 4), (4, 3), (5, 5), (6, 5)] "," [[1, 0, 4, 3, 2, 6, 5]] ",2," [0, 0, 2, 3, 2, 5, 5] ",4,7,1,0,0,0,"
"
1009, False ,14,2,4, False , False , [] ,0," [[2, 6, 0], [5, 6, 0], [1, 4, 6], [2, 4, 6], [3, 1, 6, 0], [5, 1, 6], [2, 5, 0], [3, 5, 0]] "," [(0, 4), (1, 4), (2, 4), (3, 3), (4, 3), (5, 5), (6, 5)] "," [[2, 1, 0, 4, 3, 6, 5]] ",2," [0, 1, 0, 3, 3, 5, 5] ",4,7,1,0,0,0,"
"
100, False ,9,2,3, False , False , [6] ,1," [[4, 6, 0], [1, 5, 6], [2, 5, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 1), (4, 2), (5, 3), (6, 6)] "," [[4, 1, 2, 3, 0, 5, 6], [0, 2, 1, 3, 4, 5, 6]] ",4," [0, 1, 1, 3, 0, 5, 6] ",5,3,0,0,0,0,"
"
1010, False ,13,2,3, False , True , [] ,0," [[2, 6, 0], [3, 6, 0], [3, 1, 6], [5, 1, 6, 0], [2, 4, 1, 6], [2, 5, 0], [3, 5, 0]] "," [(0, 4), (1, 4), (2, 4), (3, 4), (4, 2), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 4, 6, 5], [3, 2, 1, 0, 4, 5, 6]] ",4," [0, 1, 1, 0, 4, 5, 5] ",4,5,2,0,0,0,"
"
1011, False ,14,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [5, 6, 0], [3, 1, 6], [5, 1, 6], [2, 4, 1, 6], [2, 5, 0], [3, 5, 0]] "," [(0, 4), (1, 4), (2, 4), (3, 4), (4, 2), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 4, 6, 5], [3, 2, 1, 0, 4, 5, 6]] ",4," [0, 1, 1, 0, 4, 5, 5] ",4,7,1,0,0,0,"
"
1012, False ,14,2,3, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [1, 4, 6], [2, 4, 6], [3, 1, 6], [5, 1, 6, 0], [2, 5, 0], [3, 5, 0]] "," [(0, 4), (1, 4), (2, 4), (3, 4), (4, 3), (5, 4), (6, 5)] "," [[3, 2, 1, 0, 4, 5, 6]] ",2," [0, 1, 1, 0, 4, 5, 6] ",5,7,1,0,0,0,"
"
1013, False ,15,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [5, 6, 0], [1, 4, 6], [2, 4, 6], [3, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0]] "," [(0, 4), (1, 4), (2, 4), (3, 4), (4, 3), (5, 5), (6, 6)] "," [[3, 2, 1, 0, 4, 5, 6]] ",2," [0, 1, 1, 0, 4, 5, 6] ",5,9,0,0,0,0,"
"
1014, False ,15,2,3, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [1, 4, 6], [2, 4, 6], [5, 4, 6, 0], [3, 1, 6], [5, 1, 6, 0], [2, 5, 0], [3, 5, 0]] "," [(0, 4), (1, 4), (2, 4), (3, 4), (4, 4), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 4, 3, 2, 1, 5, 6], [1, 2, 3, 4, 0, 5, 6]] ",20," [0, 0, 0, 0, 0, 5, 5] ",2,7,2,0,0,0,"
"
1015, False ,16,2,4, False , True , [] ,0," [[2, 6, 0], [3, 6, 0], [5, 6, 0], [1, 4, 6], [2, 4, 6], [5, 4, 6], [3, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0]] "," [(0, 4), (1, 4), (2, 4), (3, 4), (4, 4), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 4, 3, 2, 1, 5, 6], [1, 2, 3, 4, 0, 5, 6]] ",20," [0, 0, 0, 0, 0, 5, 5] ",2,10,0,0,0,0,"
"
1016, False ,13,2,3, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [3, 1, 6], [4, 1, 6], [2, 5, 1, 6, 0], [3, 5, 1], [2, 4, 0]] "," [(0, 4), (1, 4), (2, 3), (3, 4), (4, 4), (5, 3), (6, 4)] "," [[4, 3, 2, 1, 0, 5, 6], [1, 0, 5, 4, 3, 2, 6]] ",4," [0, 0, 2, 0, 0, 2, 6] ",3,6,0,1,0,0,"
"
1017, False ,13,2,4, False , False , [] ,0," [[2, 6, 0], [4, 6, 0], [3, 1, 6, 0], [4, 1, 6], [2, 5, 1, 6], [3, 5, 1], [2, 4, 0]] "," [(0, 4), (1, 4), (2, 4), (3, 3), (4, 4), (5, 3), (6, 4)] "," [[0, 1, 2, 3, 6, 5, 4], [2, 1, 0, 5, 4, 3, 6]] ",4," [0, 1, 0, 3, 4, 3, 4] ",4,5,2,0,0,0,"
"
1018, False ,13,2,3, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [3, 1, 6], [4, 1, 6, 0], [2, 5, 1, 6], [3, 5, 1], [2, 4, 0]] "," [(0, 4), (1, 4), (2, 4), (3, 4), (4, 3), (5, 3), (6, 4)] "," [[3, 2, 1, 0, 5, 4, 6]] ",2," [0, 1, 1, 0, 4, 4, 6] ",4,5,2,0,0,0,"
"
1019, False ,14,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [3, 1, 6], [4, 1, 6], [2, 5, 1, 6], [3, 5, 1], [2, 4, 0]] "," [(0, 4), (1, 4), (2, 4), (3, 4), (4, 4), (5, 3), (6, 5)] "," [[4, 3, 2, 1, 0, 5, 6]] ",2," [0, 1, 2, 1, 0, 5, 6] ",5,7,1,0,0,0,"
"
1020, False ,15,2,4, False , True , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [1, 5, 6], [2, 5, 6], [3, 5, 6], [3, 1, 6], [4, 1, 6], [2, 4, 0]] "," [(0, 4), (1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (6, 6)] "," [[0, 5, 4, 3, 2, 1, 6], [1, 2, 3, 4, 5, 0, 6]] ",12," [0, 0, 0, 0, 0, 0, 6] ",2,9,0,0,0,0,"
"
1021, False ,15,2,4, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [5, 6, 0], [3, 1, 6], [4, 1, 6], [5, 1, 6], [3, 5, 0], [4, 5, 0], [2, 4, 0]] "," [(0, 5), (1, 4), (2, 2), (3, 4), (4, 5), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 4, 6, 5], [4, 3, 2, 1, 0, 5, 6]] ",4," [0, 1, 2, 1, 0, 5, 5] ",4,9,0,0,0,0,"
"
1022, False ,15,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [3, 1, 6], [4, 1, 6], [5, 1, 6, 0], [3, 5, 0], [4, 5, 0], [2, 4, 0]] "," [(0, 5), (1, 4), (2, 3), (3, 4), (4, 5), (5, 4), (6, 5)] "," [[0, 1, 2, 5, 6, 3, 4], [4, 3, 2, 1, 0, 5, 6]] ",6," [0, 1, 2, 1, 0, 1, 0] ",3,8,1,0,0,0,"
"
1023, False ,16,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [3, 1, 6], [4, 1, 6], [5, 1, 6], [3, 5, 0], [4, 5, 0], [2, 4, 0]] "," [(0, 5), (1, 4), (2, 3), (3, 4), (4, 5), (5, 5), (6, 6)] "," [[4, 3, 2, 1, 0, 5, 6]] ",2," [0, 1, 2, 1, 0, 5, 6] ",5,10,0,0,0,0,"
"
1024, False ,14,2,3, False , True , [] ,0," [[2, 5, 0], [3, 5, 0], [3, 1, 5], [4, 1, 5, 0], [2, 6, 1, 5], [3, 6, 1], [4, 6, 1], [2, 4, 0]] "," [(0, 4), (1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4)] "," [[0, 6, 5, 4, 3, 2, 1], [1, 2, 3, 4, 5, 6, 0]] ",14," [0, 0, 0, 0, 0, 0, 0] ",1,6,2,0,0,0,"
"
1025, False ,15,2,4, False , False , [] ,0," [[2, 6, 0], [4, 6, 0], [5, 6, 0], [3, 1, 6, 0], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [2, 4, 0]] "," [(0, 5), (1, 4), (2, 4), (3, 3), (4, 4), (5, 5), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,8,1,0,0,0,"
"
1026, False ,15,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [3, 1, 6], [4, 1, 6], [5, 1, 6, 0], [2, 5, 0], [3, 5, 0], [2, 4, 0]] "," [(0, 5), (1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (6, 5)] "," [[6, 5, 4, 3, 2, 1, 0]] ",2," [0, 1, 2, 3, 2, 1, 0] ",4,8,1,0,0,0,"
"
1027, False ,16,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [3, 1, 6], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [2, 4, 0]] "," [(0, 5), (1, 4), (2, 4), (3, 4), (4, 4), (5, 5), (6, 6)] "," [[5, 4, 3, 2, 1, 0, 6]] ",2," [0, 1, 2, 2, 1, 0, 6] ",4,10,0,0,0,0,"
"
1028, False ,17,2,5, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [3, 1, 6], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [4, 5, 0], [2, 4, 0]] "," [(0, 5), (1, 4), (2, 4), (3, 4), (4, 5), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [4, 3, 2, 1, 0, 5, 6]] ",4," [0, 1, 2, 1, 0, 5, 5] ",4,11,0,0,0,0,"
"
1029, False ,16,2,4, False , False , [] ,0," [[2, 6, 0], [4, 6, 0], [5, 6, 0], [3, 1, 6, 0], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [2, 4, 0], [3, 4, 0]] "," [(0, 5), (1, 4), (2, 4), (3, 4), (4, 5), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 5, 4, 6], [6, 3, 2, 1, 4, 5, 0]] ",4," [0, 1, 2, 1, 4, 4, 0] ",4,9,1,0,0,0,"
"
1030, False ,16,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [3, 1, 6], [4, 1, 6], [5, 1, 6, 0], [2, 5, 0], [3, 5, 0], [2, 4, 0], [3, 4, 0]] "," [(0, 5), (1, 4), (2, 4), (3, 5), (4, 5), (5, 4), (6, 5)] "," [[0, 1, 2, 3, 6, 5, 4], [3, 2, 1, 0, 4, 5, 6]] ",4," [0, 1, 1, 0, 4, 5, 4] ",4,9,1,0,0,0,"
"
1031, False ,17,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [3, 1, 6], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [2, 4, 0], [3, 4, 0]] "," [(0, 5), (1, 4), (2, 4), (3, 5), (4, 5), (5, 5), (6, 6)] "," [[0, 1, 2, 3, 5, 4, 6], [3, 2, 1, 0, 4, 5, 6]] ",4," [0, 1, 1, 0, 4, 4, 6] ",4,11,0,0,0,0,"
"
1032, False ,18,2,5, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [3, 1, 6], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [4, 5, 0], [2, 4, 0], [3, 4, 0]] "," [(0, 5), (1, 4), (2, 4), (3, 5), (4, 6), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 3, 5, 4, 6], [3, 2, 1, 0, 4, 5, 6]] ",12," [0, 1, 1, 0, 4, 4, 4] ",3,12,0,0,0,0,"
"
1033, False ,19,2,6, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [3, 1, 6], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [4, 5, 0], [2, 4, 0], [3, 4, 0], [2, 3, 0]] "," [(0, 5), (1, 4), (2, 5), (3, 6), (4, 6), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 3, 5, 4, 6], [0, 1, 2, 4, 3, 5, 6], [2, 1, 0, 3, 4, 5, 6]] ",48," [0, 1, 0, 3, 3, 3, 3] ",3,13,0,0,0,0,"
"
1034, False ,17,2,5, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [2, 1, 6], [3, 1, 6], [4, 1, 6], [2, 5, 0], [3, 5, 0], [4, 5, 0], [2, 4, 0]] "," [(0, 5), (1, 4), (2, 5), (3, 4), (4, 5), (5, 5), (6, 6)] "," [[5, 1, 2, 3, 4, 0, 6], [0, 1, 4, 3, 2, 5, 6], [2, 3, 0, 1, 5, 4, 6]] ",8," [0, 1, 0, 1, 0, 0, 6] ",3,11,0,0,0,0,"
"
1035, False ,16,2,5, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [2, 5, 0], [4, 5, 0], [2, 1, 5], [3, 1, 5, 0], [4, 1, 5], [2, 4, 0]] "," [(0, 5), (1, 4), (2, 5), (3, 3), (4, 5), (5, 5), (6, 5)] "," [[6, 1, 2, 3, 4, 5, 0], [0, 1, 2, 3, 5, 4, 6], [0, 1, 4, 3, 2, 5, 6]] ",12," [0, 1, 2, 3, 2, 2, 0] ",4,9,1,0,0,0,"
"
1036, False ,16,2,5, False , False , [] ,0," [[2, 6, 0], [4, 6, 0], [5, 6, 0], [2, 1, 6], [3, 1, 6, 0], [4, 1, 6], [5, 1, 6], [2, 5, 0], [4, 5, 0], [2, 4, 0]] "," [(0, 5), (1, 5), (2, 5), (3, 2), (4, 5), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 3, 5, 4, 6], [0, 1, 4, 3, 2, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",48," [0, 0, 2, 3, 2, 2, 2] ",3,9,1,0,0,0,"
"
1037, False ,16,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [2, 1, 6], [3, 1, 6], [4, 1, 6], [5, 1, 6, 0], [2, 5, 0], [4, 5, 0], [2, 4, 0]] "," [(0, 5), (1, 5), (2, 5), (3, 3), (4, 5), (5, 4), (6, 5)] "," [[0, 1, 4, 3, 2, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",4," [0, 0, 2, 3, 2, 5, 6] ",5,9,1,0,0,0,"
"
1038, False ,17,2,5, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [2, 1, 6], [3, 1, 6], [4, 1, 6], [5, 1, 6], [2, 5, 0], [4, 5, 0], [2, 4, 0]] "," [(0, 5), (1, 5), (2, 5), (3, 3), (4, 5), (5, 5), (6, 6)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 1, 4, 3, 2, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",12," [0, 0, 2, 3, 2, 2, 6] ",4,11,0,0,0,0,"
"
1039, False ,18,2,5, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [2, 1, 6], [3, 1, 6], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [4, 5, 0], [2, 4, 0]] "," [(0, 5), (1, 5), (2, 5), (3, 4), (4, 5), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 4, 3, 2, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",8," [0, 0, 2, 3, 2, 5, 5] ",4,12,0,0,0,0,"
"
103, False ,7,4,3, False , False ," [5, 1, 6] ",3," [[4, 6, 0]] "," [(0, 2), (1, 2), (2, 1), (3, 1), (4, 2), (5, 3), (6, 3)] "," [[4, 1, 2, 3, 0, 5, 6], [0, 1, 3, 2, 4, 5, 6]] ",4," [0, 1, 2, 2, 0, 5, 6] ",5,1,0,0,0,0,"
"
1040, False ,17,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [2, 1, 6], [3, 1, 6], [4, 1, 6], [5, 1, 6, 0], [2, 5, 0], [3, 5, 0], [2, 4, 0], [3, 4, 0]] "," [(0, 5), (1, 5), (2, 5), (3, 5), (4, 5), (5, 4), (6, 5)] "," [[0, 1, 2, 3, 6, 5, 4], [0, 1, 3, 2, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6], [2, 3, 0, 1, 4, 5, 6]] ",16," [0, 0, 0, 0, 4, 5, 4] ",3,10,1,0,0,0,"
"
1041, False ,18,2,4, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [2, 1, 6], [3, 1, 6], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [2, 4, 0], [3, 4, 0]] "," [(0, 5), (1, 5), (2, 5), (3, 5), (4, 5), (5, 5), (6, 6)] "," [[0, 1, 2, 3, 5, 4, 6], [0, 1, 3, 2, 4, 5, 6], [0, 1, 4, 5, 2, 3, 6], [1, 0, 2, 3, 4, 5, 6], [2, 3, 0, 1, 4, 5, 6]] ",48," [0, 0, 0, 0, 0, 0, 6] ",2,12,0,0,0,0,"
"
1042, False ,19,2,5, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [2, 1, 6], [3, 1, 6], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [4, 5, 0], [2, 4, 0], [3, 4, 0]] "," [(0, 5), (1, 5), (2, 5), (3, 5), (4, 6), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 3, 5, 4, 6], [0, 1, 3, 2, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6], [2, 3, 0, 1, 4, 5, 6]] ",48," [0, 0, 0, 0, 4, 4, 4] ",2,13,0,0,0,0,"
"
1043, False ,20,2,6, False , False , [] ,0," [[2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [2, 1, 6], [3, 1, 6], [4, 1, 6], [5, 1, 6], [2, 5, 0], [3, 5, 0], [4, 5, 0], [2, 4, 0], [3, 4, 0], [2, 3, 0]] "," [(0, 5), (1, 5), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 3, 5, 4, 6], [0, 1, 2, 4, 3, 5, 6], [0, 1, 3, 2, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",240," [0, 0, 2, 2, 2, 2, 2] ",2,14,0,0,0,0,"
"
1044, False ,21,1,7, True , True , [] ,0," [[1, 6, 0], [2, 6, 0], [3, 6, 0], [4, 6, 0], [5, 6, 0], [1, 5, 0], [2, 5, 0], [3, 5, 0], [4, 5, 0], [1, 4, 0], [2, 4, 0], [3, 4, 0], [1, 3, 0], [2, 3, 0], [1, 2, 0]] "," [(0, 6), (1, 6), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 3, 5, 4, 6], [0, 1, 2, 4, 3, 5, 6], [0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6], [1, 0, 2, 3, 4, 5, 6]] ",5040," [0, 0, 0, 0, 0, 0, 0] ",1,15,0,0,0,0,"
"
104, False ,8,3,3, False , False ," [5, 6] ",2," [[4, 6, 0], [1, 5, 6]] "," [(0, 2), (1, 2), (2, 1), (3, 1), (4, 2), (5, 4), (6, 4)] "," [[4, 1, 2, 3, 0, 5, 6], [0, 1, 3, 2, 4, 5, 6]] ",4," [0, 1, 2, 2, 0, 5, 6] ",5,2,0,0,0,0,"
"
105, True ,7,5,2, False , False ," [5, 6, 0] ",3," [[1, 5, 2, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 1), (4, 1), (5, 3), (6, 3)] "," [[0, 2, 1, 3, 4, 5, 6]] ",2," [0, 1, 1, 3, 4, 5, 6] ",6,0,1,0,0,0,"
"
106, False ,8,4,3, False , False ," [5, 6, 0] ",3," [[1, 5, 6], [2, 5, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 1), (4, 1), (5, 4), (6, 4)] "," [[0, 2, 1, 3, 4, 5, 6]] ",2," [0, 1, 1, 3, 4, 5, 6] ",6,2,0,0,0,0,"
"
107, False ,8,4,3, False , False ," [5, 6] ",2," [[4, 6, 0], [1, 5, 2, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 1), (4, 2), (5, 3), (6, 4)] "," [[4, 1, 2, 3, 0, 5, 6], [0, 2, 1, 3, 4, 5, 6]] ",4," [0, 1, 1, 3, 0, 5, 6] ",5,1,1,0,0,0,"
"
108, False ,9,3,3, False , False ," [5, 6] ",2," [[4, 6, 0], [1, 5, 6], [2, 5, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 1), (4, 2), (5, 4), (6, 5)] "," [[4, 1, 2, 3, 0, 5, 6], [0, 2, 1, 3, 4, 5, 6]] ",4," [0, 1, 1, 3, 0, 5, 6] ",5,3,0,0,0,0,"
"
109, True ,8,4,2, False , False ," [6, 0] ",2," [[1, 5, 3, 6], [2, 5, 3, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 1), (5, 3), (6, 4)] "," [[0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6]] ",6," [0, 1, 1, 1, 4, 5, 6] ",5,0,2,0,0,0,"
"
110, False ,9,3,3, False , False ," [6, 0] ",2," [[1, 5, 6], [2, 5, 6], [3, 5, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 1), (5, 4), (6, 5)] "," [[0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6]] ",6," [0, 1, 1, 1, 4, 5, 6] ",5,3,0,0,0,0,"
"
111, False ,9,3,3, False , False , [6] ,1," [[4, 6, 0], [1, 5, 3, 6], [2, 5, 3, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 3), (6, 5)] "," [[4, 1, 2, 3, 0, 5, 6], [0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6]] ",12," [0, 1, 1, 1, 0, 5, 6] ",4,1,2,0,0,0,"
"
112, False ,10,2,3, False , True , [6] ,1," [[4, 6, 0], [1, 5, 6], [2, 5, 6], [3, 5, 6]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 4), (6, 6)] "," [[4, 1, 2, 3, 0, 5, 6], [0, 1, 3, 2, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6]] ",12," [0, 1, 1, 1, 0, 5, 6] ",4,4,0,0,0,0,"
"
